id,attaches
9725,"[{""name"": ""12월 하이패스 사용내역.pdf"", ""path"": ""approval_2020_attachments/apr6774210/12월 하이패스 사용내역.pdf""}, {""name"": ""영수증-20161230.pdf"", ""path"": ""approval_2020_attachments/apr6774210/영수증-20161230.pdf""}]"
9727,"[{""name"": ""경비지급신청_스캔파일_20170105.pdf"", ""path"": ""approval_2020_attachments/apr6776305/경비지급신청_스캔파일_20170105.pdf""}]"
9729,"[{""name"": ""161228_유지보수계약서(애니파이브)_17년_IPIMS_유지보수_계약의_건[1].docx"", ""path"": ""approval_2020_attachments/apr6778600/161228_유지보수계약서(애니파이브)_17년_IPIMS_유지보수_계약의_건[1].docx""}]"
9731,"[{""name"": ""애니파이브_발주(이아이씨엔_R430외-랍코리아)_20170104-1.xls"", ""path"": ""approval_2020_attachments/apr6783979/애니파이브_발주(이아이씨엔_R430외-랍코리아)_20170104-1.xls""}, {""name"": ""S22C-117010416480.pdf"", ""path"": ""approval_2020_attachments/apr6783979/S22C-117010416480.pdf""}]"
9732,"[{""name"": ""S22C-117010516010.pdf"", ""path"": ""approval_2020_attachments/apr6784005/S22C-117010516010.pdf""}, {""name"": ""S22C-117010516011.pdf"", ""path"": ""approval_2020_attachments/apr6784005/S22C-117010516011.pdf""}]"
9733,"[{""name"": ""12월 하이패스 사용내역.pdf"", ""path"": ""approval_2020_attachments/apr6786129/12월 하이패스 사용내역.pdf""}, {""name"": ""영수증-20161230.pdf"", ""path"": ""approval_2020_attachments/apr6786129/영수증-20161230.pdf""}]"
9734,"[{""name"": ""키워드보고서_10월~12월(3개월간).csv"", ""path"": ""approval_2020_attachments/apr6782682/키워드보고서_10월~12월(3개월간).csv""}]"
9739,"[{""name"": ""톨게이트비용(20161228).pdf"", ""path"": ""approval_2020_attachments/apr6795885/톨게이트비용(20161228).pdf""}]"
9742,"[{""name"": ""2016 법인결산과 세무조정실무_교육안내문.hwp"", ""path"": ""approval_2020_attachments/apr6805093/2016 법인결산과 세무조정실무_교육안내문.hwp""}]"
9744,"[{""name"": ""아웃소싱인건비내역_2017년1월(20170109).xlsx"", ""path"": ""approval_2020_attachments/apr6803921/아웃소싱인건비내역_2017년1월(20170109).xlsx""}, {""name"": ""[검수확인메일]2017년01월10일_01월15일 지급건.pptx"", ""path"": ""approval_2020_attachments/apr6803921/[검수확인메일]2017년01월10일_01월15일 지급건.pptx""}]"
9746,"[{""name"": ""수수료청구서_경일감정평가사.pdf"", ""path"": ""approval_2020_attachments/apr6805402/수수료청구서_경일감정평가사.pdf""}]"
9749,"[{""name"": ""[권익위]행정심판 허브시스템구축4단계 품의완료_20170104.pdf"", ""path"": ""approval_2020_attachments/apr6811822/[권익위]행정심판 허브시스템구축4단계 품의완료_20170104.pdf""}, {""name"": ""20161212_디와이즈_행정심판 허브시스템 구축4단계_개발용역계약서_김수현.pdf"", ""path"": ""approval_2020_attachments/apr6811822/20161212_디와이즈_행정심판 허브시스템 구축4단계_개발용역계약서_김수현.pdf""}]"
9750,"[{""name"": ""1484094758286.jpg"", ""path"": ""approval_2020_attachments/apr6807762/1484094758286.jpg""}, {""name"": ""1484094758085.jpg"", ""path"": ""approval_2020_attachments/apr6807762/1484094758085.jpg""}, {""name"": ""1484094758629.jpg"", ""path"": ""approval_2020_attachments/apr6807762/1484094758629.jpg""}, {""name"": ""1484094758462.jpg"", ""path"": ""approval_2020_attachments/apr6807762/1484094758462.jpg""}]"
9753,"[{""name"": ""전자발주다우PC1.pdf"", ""path"": ""approval_2020_attachments/apr6818640/전자발주다우PC1.pdf""}, {""name"": ""S22C-117010915450.pdf"", ""path"": ""approval_2020_attachments/apr6818640/S22C-117010915450.pdf""}]"
9754,"[{""name"": ""S22C-117010915451.pdf"", ""path"": ""approval_2020_attachments/apr6818671/S22C-117010915451.pdf""}, {""name"": ""S22C-117010915460.pdf"", ""path"": ""approval_2020_attachments/apr6818671/S22C-117010915460.pdf""}]"
9755,"[{""name"": ""S22C-117011016000.pdf"", ""path"": ""approval_2020_attachments/apr6818879/S22C-117011016000.pdf""}, {""name"": ""S22C-117011016010.pdf"", ""path"": ""approval_2020_attachments/apr6818879/S22C-117011016010.pdf""}]"
9756,"[{""name"": ""앳시스-20170111-001~001-LG U_애니파이브 발주R730-1.pdf"", ""path"": ""approval_2020_attachments/apr6818937/앳시스-20170111-001~001-LG U_애니파이브 발주R730-1.pdf""}, {""name"": ""S22C-117011114170.pdf"", ""path"": ""approval_2020_attachments/apr6818937/S22C-117011114170.pdf""}]"
9757,"[{""name"": ""전자발주cloud2mem.pdf"", ""path"": ""approval_2020_attachments/apr6818978/전자발주cloud2mem.pdf""}, {""name"": ""S22C-117011215470.pdf"", ""path"": ""approval_2020_attachments/apr6818978/S22C-117011215470.pdf""}]"
9764,"[{""name"": ""노트북 발주서_170113아이아트.pdf"", ""path"": ""approval_2020_attachments/apr6825594/노트북 발주서_170113아이아트.pdf""}, {""name"": ""S22C-117011315140.pdf"", ""path"": ""approval_2020_attachments/apr6825594/S22C-117011315140.pdf""}]"
9765,"[{""name"": ""전자발주다우PC3.pdf"", ""path"": ""approval_2020_attachments/apr6825642/전자발주다우PC3.pdf""}, {""name"": ""S22C-117010217000.pdf"", ""path"": ""approval_2020_attachments/apr6825642/S22C-117010217000.pdf""}]"
9766,"[{""name"": ""톨게이트비용(20170111).pdf"", ""path"": ""approval_2020_attachments/apr6821505/톨게이트비용(20170111).pdf""}, {""name"": ""톨게이트비용(20170104).pdf"", ""path"": ""approval_2020_attachments/apr6821505/톨게이트비용(20170104).pdf""}]"
9770,"[{""name"": ""2016-12월식대영수증.ppt"", ""path"": ""approval_2020_attachments/apr6828751/2016-12월식대영수증.ppt""}]"
9775,"[{""name"": ""ETRI_기술가치평가 지원시스템 고도화.pdf"", ""path"": ""approval_2020_attachments/apr6841140/ETRI_기술가치평가 지원시스템 고도화.pdf""}, {""name"": ""2017-A01호_용역계약서_김나연(20170109).pdf"", ""path"": ""approval_2020_attachments/apr6841140/2017-A01호_용역계약서_김나연(20170109).pdf""}]"
9776,"[{""name"": ""20170101_보고정보시스템_ETRI_통합정보시스템(응용) 유지관리_개발용역계약서_안재우.pdf"", ""path"": ""approval_2020_attachments/apr6843204/20170101_보고정보시스템_ETRI_통합정보시스템(응용) 유지관리_개발용역계약서_안재우.pdf""}, {""name"": ""ETRI_통합정보시스템(응용)유지관리.JPG"", ""path"": ""approval_2020_attachments/apr6843204/ETRI_통합정보시스템(응용)유지관리.JPG""}]"
9779,"[{""name"": ""애니파이브_발주(이아이씨엔_Dell Part)_20170112-1.xls"", ""path"": ""approval_2020_attachments/apr6847931/애니파이브_발주(이아이씨엔_Dell Part)_20170112-1.xls""}, {""name"": ""S22C-117011314020.pdf"", ""path"": ""approval_2020_attachments/apr6847931/S22C-117011314020.pdf""}]"
9780,"[{""name"": ""S22C-117011615390.pdf"", ""path"": ""approval_2020_attachments/apr6847977/S22C-117011615390.pdf""}, {""name"": ""S22C-117011615391.pdf"", ""path"": ""approval_2020_attachments/apr6847977/S22C-117011615391.pdf""}, {""name"": ""S22C-117011615392.pdf"", ""path"": ""approval_2020_attachments/apr6847977/S22C-117011615392.pdf""}, {""name"": ""S22C-117011615393.pdf"", ""path"": ""approval_2020_attachments/apr6847977/S22C-117011615393.pdf""}]"
9781,"[{""name"": ""S22C-117011616260.pdf"", ""path"": ""approval_2020_attachments/apr6848004/S22C-117011616260.pdf""}]"
9782,"[{""name"": ""전자발주NIC4.pdf"", ""path"": ""approval_2020_attachments/apr6848040/전자발주NIC4.pdf""}, {""name"": ""S22C-117011713300.pdf"", ""path"": ""approval_2020_attachments/apr6848040/S22C-117011713300.pdf""}]"
9783,"[{""name"": ""S22C-117011714450.pdf"", ""path"": ""approval_2020_attachments/apr6848069/S22C-117011714450.pdf""}, {""name"": ""S22C-117011714451.pdf"", ""path"": ""approval_2020_attachments/apr6848069/S22C-117011714451.pdf""}, {""name"": ""S22C-117011714452.pdf"", ""path"": ""approval_2020_attachments/apr6848069/S22C-117011714452.pdf""}]"
9784,"[{""name"": ""S22C-117011810491.pdf"", ""path"": ""approval_2020_attachments/apr6848100/S22C-117011810491.pdf""}, {""name"": ""S22C-117011810490.pdf"", ""path"": ""approval_2020_attachments/apr6848100/S22C-117011810490.pdf""}, {""name"": ""S22C-117011716000.pdf"", ""path"": ""approval_2020_attachments/apr6848100/S22C-117011716000.pdf""}, {""name"": ""S22C-117011314021.pdf"", ""path"": ""approval_2020_attachments/apr6848100/S22C-117011314021.pdf""}]"
9785,"[{""name"": ""ktx_20170117.jpg"", ""path"": ""approval_2020_attachments/apr6846368/ktx_20170117.jpg""}]"
9786,"[{""name"": ""다이어리속지견적서_우일.pdf"", ""path"": ""approval_2020_attachments/apr6849114/다이어리속지견적서_우일.pdf""}, {""name"": ""세금계산서_다이어리.JPG"", ""path"": ""approval_2020_attachments/apr6849114/세금계산서_다이어리.JPG""}]"
9788,"[{""name"": ""[계약서]170112_삼성메디슨_지식재산권관리 시스템기능개선_최종본.docx"", ""path"": ""approval_2020_attachments/apr6846544/[계약서]170112_삼성메디슨_지식재산권관리 시스템기능개선_최종본.docx""}]"
9789,"[{""name"": ""2017 애니파이브 계약서.pdf"", ""path"": ""approval_2020_attachments/apr6848282/2017 애니파이브 계약서.pdf""}]"
9791,"[{""name"": ""별첨2_지식재산포털시스템 유지보수 계약서_애니파이브검토본.doc"", ""path"": ""approval_2020_attachments/apr6848950/별첨2_지식재산포털시스템 유지보수 계약서_애니파이브검토본.doc""}]"
9792,"[{""name"": ""인텔렉추얼디스커버리_특허과제관리시스템 유지보수_계약서(20170116).docx"", ""path"": ""approval_2020_attachments/apr6851242/인텔렉추얼디스커버리_특허과제관리시스템 유지보수_계약서(20170116).docx""}]"
9793,"[{""name"": ""야근식대.jpg"", ""path"": ""approval_2020_attachments/apr6848713/야근식대.jpg""}]"
9799,"[{""name"": ""복사본 애니파이브_발주(이아이씨엔_R430외-NHN위트외)_20170119-1.xls"", ""path"": ""approval_2020_attachments/apr6861283/복사본 애니파이브_발주(이아이씨엔_R430외-NHN위트외)_20170119-1.xls""}, {""name"": ""S22C-117011915090.pdf"", ""path"": ""approval_2020_attachments/apr6861283/S22C-117011915090.pdf""}]"
9800,"[{""name"": ""S22C-117011915092.pdf"", ""path"": ""approval_2020_attachments/apr6861321/S22C-117011915092.pdf""}, {""name"": ""S22C-117011915091.pdf"", ""path"": ""approval_2020_attachments/apr6861321/S22C-117011915091.pdf""}, {""name"": ""S22C-117011915100.pdf"", ""path"": ""approval_2020_attachments/apr6861321/S22C-117011915100.pdf""}]"
9801,"[{""name"": ""S22C-117011915180.pdf"", ""path"": ""approval_2020_attachments/apr6861427/S22C-117011915180.pdf""}, {""name"": ""S22C-117012011300.pdf"", ""path"": ""approval_2020_attachments/apr6861427/S22C-117012011300.pdf""}]"
9802,"[{""name"": ""아웃소싱인건비내역_2017년1월(20170109).xlsx"", ""path"": ""approval_2020_attachments/apr6862097/아웃소싱인건비내역_2017년1월(20170109).xlsx""}, {""name"": ""[검수확인메일]2017년01월20일_01월25일 지급건.pptx"", ""path"": ""approval_2020_attachments/apr6862097/[검수확인메일]2017년01월20일_01월25일 지급건.pptx""}]"
9803,"[{""name"": ""톨게이트비용(20170118).pdf"", ""path"": ""approval_2020_attachments/apr6860052/톨게이트비용(20170118).pdf""}]"
9805,"[{""name"": ""세종아파트_관리비_2016년12월분.pdf"", ""path"": ""approval_2020_attachments/apr6875661/세종아파트_관리비_2016년12월분.pdf""}]"
9812,"[{""name"": ""ETRI R&BD 웅용시스템 유지관리 외주대금지급(20170101).xlsx"", ""path"": ""approval_2020_attachments/apr6882666/ETRI R&BD 웅용시스템 유지관리 외주대금지급(20170101).xlsx""}]"
9813,"[{""name"": ""구매내역_ETRI_R&BD 1차 분리발주 및 응용시스템 유지보수(20161222).xlsx"", ""path"": ""approval_2020_attachments/apr6882563/구매내역_ETRI_R&BD 1차 분리발주 및 응용시스템 유지보수(20161222).xlsx""}]"
9815,"[{""name"": ""영수증_20170124.pdf"", ""path"": ""approval_2020_attachments/apr6881016/영수증_20170124.pdf""}]"
9818,"[{""name"": ""S22C-117012015140.pdf"", ""path"": ""approval_2020_attachments/apr6888126/S22C-117012015140.pdf""}, {""name"": ""S22C-117012015141.pdf"", ""path"": ""approval_2020_attachments/apr6888126/S22C-117012015141.pdf""}, {""name"": ""SCGS-17-R0120007-001_NHN(E7470 가방 마우스 없음)_애니파이브.pdf"", ""path"": ""approval_2020_attachments/apr6888126/SCGS-17-R0120007-001_NHN(E7470 가방 마우스 없음)_애니파이브.pdf""}]"
9819,"[{""name"": ""S22C-117012316530.pdf"", ""path"": ""approval_2020_attachments/apr6888152/S22C-117012316530.pdf""}]"
9820,"[{""name"": ""S22C-117012416350.pdf"", ""path"": ""approval_2020_attachments/apr6888175/S22C-117012416350.pdf""}, {""name"": ""S22C-117012416360.pdf"", ""path"": ""approval_2020_attachments/apr6888175/S22C-117012416360.pdf""}]"
9821,"[{""name"": ""S22C-117012416380.pdf"", ""path"": ""approval_2020_attachments/apr6888197/S22C-117012416380.pdf""}, {""name"": ""S22C-117012417010.pdf"", ""path"": ""approval_2020_attachments/apr6888197/S22C-117012417010.pdf""}]"
9822,"[{""name"": ""2017년 1월 교통비 내역.pdf"", ""path"": ""approval_2020_attachments/apr6889731/2017년 1월 교통비 내역.pdf""}]"
9823,"[{""name"": ""직원_2017년_01월급여대장(20170120).xls"", ""path"": ""approval_2020_attachments/apr6890935/직원_2017년_01월급여대장(20170120).xls""}]"
9824,"[{""name"": ""경비지급신청 스캔파일_20170125.pdf"", ""path"": ""approval_2020_attachments/apr6886098/경비지급신청 스캔파일_20170125.pdf""}]"
9825,"[{""name"": ""20170125_숙박비.jpg"", ""path"": ""approval_2020_attachments/apr6886365/20170125_숙박비.jpg""}]"
9828,"[{""name"": ""경비지급신청 스캔파일_20170125a.pdf"", ""path"": ""approval_2020_attachments/apr6886123/경비지급신청 스캔파일_20170125a.pdf""}]"
9829,"[{""name"": ""P2017115CS_(유틸렉스)+전자연구노트 도입(20170201-20170331)_20170119(V1.2).xlsx"", ""path"": ""approval_2020_attachments/apr6889259/P2017115CS_(유틸렉스)+전자연구노트 도입(20170201-20170331)_20170119(V1.2).xlsx""}, {""name"": ""계약서.pdf"", ""path"": ""approval_2020_attachments/apr6889259/계약서.pdf""}]"
9830,"[{""name"": ""주성엔지니어링_지적재산관리시스템_유지보수계약서(20170125).doc"", ""path"": ""approval_2020_attachments/apr6889826/주성엔지니어링_지적재산관리시스템_유지보수계약서(20170125).doc""}]"
9833,"[{""name"": ""S22C-117012611540.pdf"", ""path"": ""approval_2020_attachments/apr6895013/S22C-117012611540.pdf""}]"
9834,"[{""name"": ""S22C-117012611290.pdf"", ""path"": ""approval_2020_attachments/apr6895041/S22C-117012611290.pdf""}, {""name"": ""S22C-117012611291.pdf"", ""path"": ""approval_2020_attachments/apr6895041/S22C-117012611291.pdf""}]"
9835,"[{""name"": ""법인카드_사용내역보고_윤상호(20170126).xls"", ""path"": ""approval_2020_attachments/apr6892971/법인카드_사용내역보고_윤상호(20170126).xls""}]"
9836,"[{""name"": ""대전지역 승진자 축하 회식 품의.pdf"", ""path"": ""approval_2020_attachments/apr6895076/대전지역 승진자 축하 회식 품의.pdf""}, {""name"": ""법인카드_사용내역보고_송준선(201701).xlsx"", ""path"": ""approval_2020_attachments/apr6895076/법인카드_사용내역보고_송준선(201701).xlsx""}]"
9837,"[{""name"": ""기타증빙첨부_170121.pdf"", ""path"": ""approval_2020_attachments/apr6893547/기타증빙첨부_170121.pdf""}]"
9838,"[{""name"": ""법인카드_사용내역보고(201701).xls"", ""path"": ""approval_2020_attachments/apr6895443/법인카드_사용내역보고(201701).xls""}]"
9843,"[{""name"": ""법인카드_사용내역보고01월.xls"", ""path"": ""approval_2020_attachments/apr6900097/법인카드_사용내역보고01월.xls""}]"
9846,"[{""name"": ""법인카드_사용내역보고_박정균(20170201).xls"", ""path"": ""approval_2020_attachments/apr6916688/법인카드_사용내역보고_박정균(20170201).xls""}]"
9847,"[{""name"": ""010415000.jpg"", ""path"": ""approval_2020_attachments/apr6917788/010415000.jpg""}, {""name"": ""01028500.jpg"", ""path"": ""approval_2020_attachments/apr6917788/01028500.jpg""}, {""name"": ""011217000.jpg"", ""path"": ""approval_2020_attachments/apr6917788/011217000.jpg""}, {""name"": ""011716000.jpg"", ""path"": ""approval_2020_attachments/apr6917788/011716000.jpg""}]"
9848,"[{""name"": ""기간별_사용내역(201701).xls"", ""path"": ""approval_2020_attachments/apr6917000/기간별_사용내역(201701).xls""}, {""name"": ""하이패스영수증(201701).pdf"", ""path"": ""approval_2020_attachments/apr6917000/하이패스영수증(201701).pdf""}]"
9851,"[{""name"": ""법인카드_사용내역보고_201701(임현준).xls"", ""path"": ""approval_2020_attachments/apr6920527/법인카드_사용내역보고_201701(임현준).xls""}]"
9852,"[{""name"": ""법인카드_사용내역보고(20170126)_편영수B.xls"", ""path"": ""approval_2020_attachments/apr6922220/법인카드_사용내역보고(20170126)_편영수B.xls""}, {""name"": ""접대비.pdf"", ""path"": ""approval_2020_attachments/apr6922220/접대비.pdf""}, {""name"": ""접대비.pdf"", ""path"": ""approval_2020_attachments/apr6922220/접대비.pdf""}]"
9853,"[{""name"": ""LG생활건강 IP시스템 구축.JPG"", ""path"": ""approval_2020_attachments/apr6923361/LG생활건강 IP시스템 구축.JPG""}, {""name"": ""20170116_토피아정보기술_LG생활건강 IP시스템구축_개발용역계약서_허준혁.pdf"", ""path"": ""approval_2020_attachments/apr6923361/20170116_토피아정보기술_LG생활건강 IP시스템구축_개발용역계약서_허준혁.pdf""}]"
9854,"[{""name"": ""20170116_토피아정보기술_서강대 지식재산권 및 기술이전관리시스템구축_개발용역계약서_송원준.pdf"", ""path"": ""approval_2020_attachments/apr6923142/20170116_토피아정보기술_서강대 지식재산권 및 기술이전관리시스템구축_개발용역계약서_송원준.pdf""}, {""name"": ""서강대_지식재산권 및 기술이전 관리 시스템구축.pdf"", ""path"": ""approval_2020_attachments/apr6923142/서강대_지식재산권 및 기술이전 관리 시스템구축.pdf""}]"
9855,"[{""name"": ""20170202_170536.jpg"", ""path"": ""approval_2020_attachments/apr6923849/20170202_170536.jpg""}]"
9861,"[{""name"": ""S22C-117013115590.pdf"", ""path"": ""approval_2020_attachments/apr6930353/S22C-117013115590.pdf""}, {""name"": ""S22C-117020116560.pdf"", ""path"": ""approval_2020_attachments/apr6930353/S22C-117020116560.pdf""}]"
9862,"[{""name"": ""S22C-117013115591.pdf"", ""path"": ""approval_2020_attachments/apr6930404/S22C-117013115591.pdf""}, {""name"": ""S22C-117020215100.pdf"", ""path"": ""approval_2020_attachments/apr6930404/S22C-117020215100.pdf""}]"
9863,"[{""name"": ""S22C-117020310360.pdf"", ""path"": ""approval_2020_attachments/apr6930437/S22C-117020310360.pdf""}]"
9864,"[{""name"": ""S22C-117020314310HWMA.pdf"", ""path"": ""approval_2020_attachments/apr6930465/S22C-117020314310HWMA.pdf""}, {""name"": ""S22C-117020314320SWMA.pdf"", ""path"": ""approval_2020_attachments/apr6930465/S22C-117020314320SWMA.pdf""}]"
9865,"[{""name"": ""OD-20170203-0001_발주서_애니파이브.xlsx"", ""path"": ""approval_2020_attachments/apr6930513/OD-20170203-0001_발주서_애니파이브.xlsx""}, {""name"": ""S22C-117020314520.pdf"", ""path"": ""approval_2020_attachments/apr6930513/S22C-117020314520.pdf""}]"
9866,"[{""name"": ""S22C-117020314290.pdf"", ""path"": ""approval_2020_attachments/apr6930592/S22C-117020314290.pdf""}, {""name"": ""애니파이브_발주(이아이씨엔_R430-배달통)_20170203-1.xls"", ""path"": ""approval_2020_attachments/apr6930592/애니파이브_발주(이아이씨엔_R430-배달통)_20170203-1.xls""}]"
9868,"[{""name"": ""1.jpg"", ""path"": ""approval_2020_attachments/apr6929510/1.jpg""}, {""name"": ""2.jpg"", ""path"": ""approval_2020_attachments/apr6929510/2.jpg""}]"
9870,"[{""name"": ""20170205_204135.jpg"", ""path"": ""approval_2020_attachments/apr6935612/20170205_204135.jpg""}, {""name"": ""20170205_204149.jpg"", ""path"": ""approval_2020_attachments/apr6935612/20170205_204149.jpg""}]"
9871,"[{""name"": ""법인카드_사용내역보고(20140401)_2017년_이형균.xlsx"", ""path"": ""approval_2020_attachments/apr6935635/법인카드_사용내역보고(20140401)_2017년_이형균.xlsx""}]"
9872,"[{""name"": ""법인카드_사용내역보고(2017).xlsx"", ""path"": ""approval_2020_attachments/apr6935861/법인카드_사용내역보고(2017).xlsx""}]"
9877,"[{""name"": ""하이패스영수증_현광섭_20170116.pdf"", ""path"": ""approval_2020_attachments/apr6939929/하이패스영수증_현광섭_20170116.pdf""}]"
9880,"[{""name"": ""ANY_표준계약서(하자보수)_지식재산협회(20170206).doc"", ""path"": ""approval_2020_attachments/apr6949320/ANY_표준계약서(하자보수)_지식재산협회(20170206).doc""}]"
9886,"[{""name"": ""S22C-117020315300.pdf"", ""path"": ""approval_2020_attachments/apr6972254/S22C-117020315300.pdf""}, {""name"": ""S22C-117020315310.pdf"", ""path"": ""approval_2020_attachments/apr6972254/S22C-117020315310.pdf""}]"
9887,"[{""name"": ""S22C-117021014210.pdf"", ""path"": ""approval_2020_attachments/apr6972285/S22C-117021014210.pdf""}, {""name"": ""S22C-117020817000.pdf"", ""path"": ""approval_2020_attachments/apr6972285/S22C-117020817000.pdf""}, {""name"": ""S22C-117020816410.pdf"", ""path"": ""approval_2020_attachments/apr6972285/S22C-117020816410.pdf""}]"
9888,"[{""name"": ""애니파이브_발주(이아이씨엔_R730외-보물섬투어)_20170209-1.xls"", ""path"": ""approval_2020_attachments/apr6972318/애니파이브_발주(이아이씨엔_R730외-보물섬투어)_20170209-1.xls""}, {""name"": ""S22C-117020914550.pdf"", ""path"": ""approval_2020_attachments/apr6972318/S22C-117020914550.pdf""}]"
9889,"[{""name"": ""S22C-117020915360.pdf"", ""path"": ""approval_2020_attachments/apr6972333/S22C-117020915360.pdf""}]"
9891,"[{""name"": ""20170109_이연소프트뱅크_STEPI 통합정보시스템 재구축_개발용역계약서_연승훈.pdf"", ""path"": ""approval_2020_attachments/apr6974267/20170109_이연소프트뱅크_STEPI 통합정보시스템 재구축_개발용역계약서_연승훈.pdf""}, {""name"": ""20170109_이연소프트뱅크_STEPI 통합정보시스템 재구축_개발용역계약서_조정제.pdf"", ""path"": ""approval_2020_attachments/apr6974267/20170109_이연소프트뱅크_STEPI 통합정보시스템 재구축_개발용역계약서_조정제.pdf""}]"
9895,"[{""name"": ""구매_시스템개발용역계약서_이노아엔씨(20170209).doc"", ""path"": ""approval_2020_attachments/apr6978327/구매_시스템개발용역계약서_이노아엔씨(20170209).doc""}, {""name"": ""P2016081GS_(한국지질자원연구원)+지식재산권관리시스템 구축(20161019-20170319)_20161115(V1.1).xlsx"", ""path"": ""approval_2020_attachments/apr6978327/P2016081GS_(한국지질자원연구원)+지식재산권관리시스템 구축(20161019-20170319)_20161115(V1.1).xlsx""}]"
9896,"[{""name"": ""하이패스영수증_현광섭_20170203.pdf"", ""path"": ""approval_2020_attachments/apr6977202/하이패스영수증_현광섭_20170203.pdf""}, {""name"": ""숙박비영수증_현광섭_20170203.jpg"", ""path"": ""approval_2020_attachments/apr6977202/숙박비영수증_현광섭_20170203.jpg""}]"
9899,"[{""name"": ""S22C-117021014240.pdf"", ""path"": ""approval_2020_attachments/apr6989709/S22C-117021014240.pdf""}, {""name"": ""S22C-117021014250.pdf"", ""path"": ""approval_2020_attachments/apr6989709/S22C-117021014250.pdf""}]"
9900,"[{""name"": ""S22C-117021315470.pdf"", ""path"": ""approval_2020_attachments/apr6989735/S22C-117021315470.pdf""}, {""name"": ""S22C-117021315471.pdf"", ""path"": ""approval_2020_attachments/apr6989735/S22C-117021315471.pdf""}]"
9901,"[{""name"": ""복사본 애니파이브_발주(씽크풀및SM-Ent)_20170213-1.xls"", ""path"": ""approval_2020_attachments/apr6989754/복사본 애니파이브_발주(씽크풀및SM-Ent)_20170213-1.xls""}, {""name"": ""S22C-117021315580.pdf"", ""path"": ""approval_2020_attachments/apr6989754/S22C-117021315580.pdf""}, {""name"": ""S22C-117021315581.pdf"", ""path"": ""approval_2020_attachments/apr6989754/S22C-117021315581.pdf""}]"
9902,"[{""name"": ""(1702205-01)발주서-애니파이브(이랜드-중국 출장 서비스 외)-170214.pdf"", ""path"": ""approval_2020_attachments/apr6990107/(1702205-01)발주서-애니파이브(이랜드-중국 출장 서비스 외)-170214.pdf""}, {""name"": ""사업자등록증-제하인포텍.JPG"", ""path"": ""approval_2020_attachments/apr6990107/사업자등록증-제하인포텍.JPG""}, {""name"": ""S22C-117021413480.pdf"", ""path"": ""approval_2020_attachments/apr6990107/S22C-117021413480.pdf""}]"
9903,"[{""name"": ""S22C-117021413290.pdf"", ""path"": ""approval_2020_attachments/apr6990180/S22C-117021413290.pdf""}, {""name"": ""S22C-117021413300.pdf"", ""path"": ""approval_2020_attachments/apr6990180/S22C-117021413300.pdf""}, {""name"": ""S22C-117021413291.pdf"", ""path"": ""approval_2020_attachments/apr6990180/S22C-117021413291.pdf""}]"
9904,"[{""name"": ""S22C-117021413370.pdf"", ""path"": ""approval_2020_attachments/apr6990244/S22C-117021413370.pdf""}]"
9906,"[{""name"": ""[검수확인메일]2017년02월14일_02월15일 지급건.pptx"", ""path"": ""approval_2020_attachments/apr6992749/[검수확인메일]2017년02월14일_02월15일 지급건.pptx""}, {""name"": ""아웃소싱인건비내역_2017년2월(20170209).xlsx"", ""path"": ""approval_2020_attachments/apr6992749/아웃소싱인건비내역_2017년2월(20170209).xlsx""}]"
9907,"[{""name"": ""도급계약-(케이씨비전-애니파이브-170207).doc"", ""path"": ""approval_2020_attachments/apr6988573/도급계약-(케이씨비전-애니파이브-170207).doc""}]"
9909,"[{""name"": ""S22C-117021514570.pdf"", ""path"": ""approval_2020_attachments/apr6997760/S22C-117021514570.pdf""}]"
9910,"[{""name"": ""S22C-117021416190.pdf"", ""path"": ""approval_2020_attachments/apr6997785/S22C-117021416190.pdf""}, {""name"": ""오람R630Memory.xlsx"", ""path"": ""approval_2020_attachments/apr6997785/오람R630Memory.xlsx""}]"
9911,"[{""name"": ""다우mem24.xps"", ""path"": ""approval_2020_attachments/apr6997817/다우mem24.xps""}]"
9912,"[{""name"": ""의견서(다산 에너지혁신공원 시범사업 관련 법률질의 회신).pdf"", ""path"": ""approval_2020_attachments/apr6997205/의견서(다산 에너지혁신공원 시범사업 관련 법률질의 회신).pdf""}, {""name"": ""법률자문료청구서(애니파이브_다산에너지혁신공원시범사업관련)2.1..pdf"", ""path"": ""approval_2020_attachments/apr6997205/법률자문료청구서(애니파이브_다산에너지혁신공원시범사업관련)2.1..pdf""}, {""name"": ""법무법인 민주_세금계산서.jpg"", ""path"": ""approval_2020_attachments/apr6997205/법무법인 민주_세금계산서.jpg""}]"
9913,"[{""name"": ""톨게이트비용(20170202).pdf"", ""path"": ""approval_2020_attachments/apr6998842/톨게이트비용(20170202).pdf""}]"
9914,"[{""name"": ""법인카드_사용내역보고_박근록_1701_V3.xlsx"", ""path"": ""approval_2020_attachments/apr6998278/법인카드_사용내역보고_박근록_1701_V3.xlsx""}]"
9915,"[{""name"": ""지질연 야근식대 첨부.jpg"", ""path"": ""approval_2020_attachments/apr6998892/지질연 야근식대 첨부.jpg""}]"
9917,"[{""name"": ""20170215_2017년 LS산전 지적재산관리시스템 유지보수 계약(애니파이브).docx"", ""path"": ""approval_2020_attachments/apr7001640/20170215_2017년 LS산전 지적재산관리시스템 유지보수 계약(애니파이브).docx""}]"
